"","zipcode","year","state","county","city","appreciation","price","rent","revenue"
"958","30311","2022","GA","Fulton County","Atlanta",8.3,272839.7568,15602.4,0.140185214438661
"959","92109","2022","CA","San Diego County","San Diego",11.6,1243918.3752,30064.8,0.140169431531362
"960","98466","2022","WA","Pierce County","University Place",10.2,559479.2288,21350.4,0.140161202241222
"961","60619","2022","IL","Cook County","Chicago",7,183873.936,12900,0.140156762185153
"962","23703","2022","VA","Portsmouth City","Portsmouth",7.1,258142.86225,17847,0.14013613587625
"963","91910","2022","CA","San Diego County","Chula Vista",10.7,704696.9382,23330.4,0.140106997824615
"964","64030","2022","MO","Jackson County","Grandview",6.7,176098.5336,12873.6,0.140104526976027
"965","46224","2022","IN","Marion County","Indianapolis",7.9,170343.888,10404,0.140076450245165
"966","97006","2022","OR","Washington County","Beaverton",9.7,513965.1236,22108.8,0.140016148343183
"967","80903","2022","CO","El Paso County","Colorado Springs",9.9,390646.8034,16012.8,0.139990480046508
"968","27106","2022","NC","Forsyth County","Winston-Salem",7.6,249831.9208,15981.6,0.139969407707488
"969","33701","2022","FL","Pinellas County","Saint Petersburg",10.2,561272.844,21302.4,0.139953733603402
"970","23234","2022","VA","Richmond City","Richmond",6.7,218428.3442,15928.8,0.13992460169645
"971","27614","2022","NC","Wake County","Raleigh",10.4,522309.024,18669.6,0.139744356582283
"972","92117","2022","CA","San Diego County","San Diego",10.7,924927.0606,30261.6,0.139717823155016
"973","55449","2022","MN","Anoka County","Blaine",8.7,425579.79425,22434,0.139713968809387
"974","91355","2022","CA","Los Angeles County","Santa Clarita",9.7,704447.326,30079.2,0.139699005148896
"975","23602","2022","VA","Newport News City","Newport News",7.1,244244.763,16778.4,0.13969502458892
"976","63301","2022","MO","Saint Charles County","Saint Charles",8.8,250554.432,12943.2,0.139658236083407
"977","75082","2022","TX","Dallas County","Richardson",10.1,464379.78,17920.8,0.139590827533447
"978","07047","2022","NJ","Hudson County","North Bergen Township",7.9,468871.4654,28408.8,0.139589739611823
"979","91311","2022","CA","Los Angeles County","Los Angeles",10.2,837955.9512,31480.8,0.13956856187359
"980","19454","2022","PA","Montgomery County","North Wales",8.5,433055.616,23616,0.139533411246652
"981","07002","2022","NJ","Hudson County","Bayonne",9.7,471181.0266,20011.2,0.139470300946536
"982","92808","2022","CA","Orange County","Anaheim",10.5,964380.573,33240,0.139467720452515
"983","27519","2022","NC","Wake County","Cary",10.2,530300.9136,19850.4,0.13943233226819
"984","33328","2022","FL","Broward County","Davie",9,475746.632,23488.8,0.139372498763165
"985","33014","2022","FL","Miami-Dade County","Hialeah",7.6,330740.4496,20937.6,0.139305229297844
"986","91377","2022","CA","Ventura County","Oak Park",10.3,1007580.573,36559.2,0.13928414538715
"987","01702","2022","MA","Middlesex County","Framingham",8.6,462152.5128,24602.4,0.139234374624393
"988","97080","2022","OR","Multnomah County","Gresham",9.4,481401.3532,21768,0.139217986728335
"989","92610","2022","CA","Orange County","Lake Forest",9.9,934742.1412,37581.6,0.139205312613545
"990","77057","2022","TX","Harris County","Houston",7.6,270537.604,17095.2,0.139189736832296
"991","97233","2022","OR","Multnomah County","Portland",9.6,399204.848,17232,0.139165808447296
"992","32827","2022","FL","Orange County","Orlando",9,468119.684,23006.4,0.139146405900761
"993","55372","2022","MN","Scott County","Prior Lake",9.2,457529.8728,21549.6,0.139099875398562
"994","32250","2022","FL","Duval County","Jacksonville Beach",9.2,492189.516,23140.8,0.139016035993745
"995","92679","2022","CA","Orange County","Coto de Caza",10.8,1179753.6368,36547.2,0.13897867119031
"996","68123","2022","NE","Sarpy County","Bellevue",7.9,271896.3468,16260,0.138802201064365
"997","95608","2022","CA","Sacramento County","Carmichael",10.2,549494.0068,20217.6,0.138793121944565
"998","92677","2022","CA","Orange County","Laguna Niguel",11,1083878.148,31123.2,0.138714666918444
"999","92870","2022","CA","Orange County","Placentia",10.5,895005.137,30144,0.138680253614008
"1000","76107","2022","TX","Tarrant County","Fort Worth",8.5,341640.894,18336,0.138670389938741
"1001","98034","2022","WA","King County","Kirkland",11,873526.71,25022.4,0.138645260314936
"1002","68105","2022","NE","Douglas County","Omaha",7.1,187032.1572,12650.4,0.138637566659045
"1003","91324","2022","CA","Los Angeles County","Los Angeles",10.5,832957.177,27976.8,0.138587320900172
"1004","33132","2022","FL","Miami-Dade County","Miami",7.3,395456.7252,25891.2,0.138471639120325
"1005","91306","2022","CA","Los Angeles County","Los Angeles",10.5,758898.751,25324.8,0.138370459454083
"1006","60089","2022","IL","Lake County","Buffalo Grove",7.8,353277.4168,21316.8,0.138340115122807
"1007","75010","2022","TX","Denton County","Carrollton",9.9,423045.9828,16641.6,0.138337567726928
"1008","91343","2022","CA","Los Angeles County","Los Angeles",10.4,801287.616,27506.4,0.138327748801749
"1009","80226","2022","CO","Jefferson County","Lakewood",10.2,538763.1716,19564.8,0.138314286186075
"1010","02148","2022","MA","Middlesex County","Malden",9.4,605237.3396,26786.4,0.138257679173765
"1011","33178","2022","FL","Miami-Dade County","Doral",7.3,393865.2516,25694.4,0.138236524155461
"1012","60174","2022","IL","Kane County","Saint Charles",8,322644.816,18787.2,0.138228736580723
"1013","91710","2022","CA","San Bernardino County","Chino",8.9,622338.453,30604.8,0.138177099458452
"1014","97007","2022","OR","Washington County","Beaverton",10.1,571317.0474,21223.2,0.138147850036305
"1015","46219","2022","IN","Marion County","Indianapolis",7,158576.14,10795.2,0.138075815188842
"1016","30092","2022","GA","Gwinnett County","Peachtree Corners",10,451740.96,17174.4,0.138018248334178
"1017","33186","2022","FL","Miami-Dade County","The Crossings",7.8,389739.6888,23388,0.138009284843458
"1018","33193","2022","FL","Miami-Dade County","Kendall West",7.4,348704.8164,22288.8,0.137918818874106
"1019","20785","2022","MD","Prince Georges County","Greater Landover",7,317631.426,21566.4,0.137897563763102
"1020","43202","2022","OH","Franklin County","Columbus",8.8,319948.16,15957.6,0.137875579843935
"1021","92604","2022","CA","Orange County","Irvine",10.4,972316.8672,32935.2,0.137872908216479
"1022","76262","2022","TX","Denton County","Roanoke",9.9,495598.6658,19226.4,0.13779429329973
"1023","91304","2022","CA","Los Angeles County","Los Angeles",10.6,845036.4244,26860.8,0.137786558809074
"1024","90808","2022","CA","Los Angeles County","Long Beach",9.8,876513.1968,34862.4,0.137773959054212
"1025","92606","2022","CA","Orange County","Irvine",10.5,1022704.683,33456,0.137713255895006
"1026","32204","2022","FL","Duval County","Jacksonville",8.5,310439.838333333,16356,0.137686536907798
"1027","98406","2022","WA","Pierce County","Tacoma",10.1,569961.7164,20839.2,0.137562455688471
"1028","21113","2022","MD","Anne Arundel County","Odenton",7.8,388344.9724,23126.4,0.137551176514729
"1029","91711","2022","CA","Los Angeles County","Claremont",9.9,852142.4002,32740.8,0.137421747342129
"1030","23325","2022","VA","Chesapeake City","Chesapeake",7.3,258372.3912,16644,0.137418647529241
"1031","19403","2022","PA","Montgomery County","West Norriton",8.7,372752.5182,18787.2,0.137401269160359
"1032","55117","2022","MN","Ramsey County","Saint Paul",8,277109.856,15866.4,0.137256714824319
"1033","90802","2022","CA","Los Angeles County","Long Beach",8.9,490687.065,23642.4,0.137182236065261
"1034","80012","2022","CO","Arapahoe County","Aurora",10,423880.38,15720,0.137085934479912
"1035","63119","2022","MO","Saint Louis County","Webster Groves",9.4,332180.8472,14306.4,0.137068106185503
"1036","92130","2022","CA","San Diego County","San Diego",11.2,1562500.5568,39141.6,0.137050615073163
"1037","32751","2022","FL","Orange County","Maitland",9,404518.402,19022.4,0.137024807538916
"1038","23666","2022","VA","Hampton City","Hampton",7.3,235846.20475,15090,0.136982373665905
"1039","90630","2022","CA","Orange County","Cypress",10.4,884190.0672,29157.6,0.136976620165316
"1040","19701","2022","DE","New Castle County","Bear",7.8,356359.85,20997.6,0.136922462785861
"1041","92102","2022","CA","San Diego County","San Diego",10.1,649521.9582,23325.6,0.136911949866393
"1042","33157","2022","FL","Miami-Dade County","Village of Palmetto Bay",8.2,427203.0304,23455.2,0.136904104912454
"1043","20745","2022","MD","Prince Georges County","Forest Heights",7,339957.19,22742.4,0.136897834989164
"1044","90275","2022","CA","Los Angeles County","Rancho Palos Verdes",10.5,1650670.658,52644,0.136892491542671
"1045","75063","2022","TX","Dallas County","Irving",9.4,497585.7704,21338.4,0.136883862982751
"1046","55318","2022","MN","Carver County","Chaska",8.5,400440.733,20745.6,0.136806917454624
"1047","37066","2022","TN","Sumner County","Gallatin",8.8,343639.5776,16766.4,0.136790654781669
"1048","55104","2022","MN","Ramsey County","Saint Paul",7.3,297515.002,18969.6,0.136760146118615
"1049","33140","2022","FL","Miami-Dade County","Miami Beach",7.4,549956.0916,34490.4,0.136714824922943
"1050","27012","2022","NC","Forsyth County","Clemmons",7.4,297989.892,18679.2,0.136684005402438
"1051","23453","2022","VA","Virginia Beach City","Virginia Beach",7.4,295789.266,18540,0.136679759312158
"1052","21227","2022","MD","Baltimore County","Halethorpe",7.1,269269.1064,17680.8,0.136662192876056
"1053","33175","2022","FL","Miami-Dade County","Tamiami",8.2,447919.2188,24480,0.136652711856355
"1054","55303","2022","MN","Anoka County","Ramsey",9.2,345880.9536,15436.8,0.136630384643417
"1055","46037","2022","IN","Hamilton County","Fishers",8.7,389302.528,19308,0.136596389982857
"1056","21075","2022","MD","Howard County","Elkridge",8.1,422106.718,23452.8,0.136561304759902
"1057","91761","2022","CA","San Bernardino County","Ontario",9.2,560897.2824,24991.2,0.136555751621877
"1058","21122","2022","MD","Anne Arundel County","Pasadena",7.7,399959.2434,23805.6,0.136520064588661
"1059","27609","2022","NC","Wake County","Raleigh",9.9,458047.1546,17164.8,0.136473871036246
"1060","08807","2022","NJ","Somerset County","Bridgewater Township",8.8,547117.7728,26510.4,0.136454649653085
"1061","27613","2022","NC","Wake County","Raleigh",10.2,467577.498,16092,0.136415685247539
"1062","98405","2022","WA","Pierce County","Tacoma",9.2,438534.3144,19437.6,0.13632401151229
"1063","28210","2022","NC","Mecklenburg County","Charlotte",9.5,449352.741,18540,0.136259345517156
"1064","33973","2022","FL","Lee County","Lehigh Acres",7.6,240915.324,14496,0.13617051866738
"1065","73072","2022","OK","Cleveland County","Norman",7.3,255148.0262,16106.4,0.136125708789042
"1066","32224","2022","FL","Duval County","Jacksonville",9,391237.188,18043.2,0.136118315317203
"1067","80504","2022","CO","Boulder County","Longmont",9.4,536282.7384,22550.4,0.13604946082598
"1068","91722","2022","CA","Los Angeles County","Covina",9.3,631789.1946,27168,0.136001685106692
"1069","10954","2022","NY","Rockland County","Town Of Clarkstown",7.2,485679.4624,31053.6,0.135938466425053
"1070","23060","2022","VA","Henrico County","Glen Allen",8,365525.784,20421.6,0.135869109359465
"1071","23434","2022","VA","Suffolk City","Suffolk",7.5,260142.905,15832.8,0.135861932790364
"1072","92646","2022","CA","Orange County","Huntington Beach",10.7,1110728.376,31963.2,0.135776792499987
"1073","22405","2022","VA","Spotsylvania County","Fredericksburg",8.8,390844.1984,18650.4,0.13571824700571
"1074","75234","2022","TX","Dallas County","Farmers Branch",8,311295.96,17323.2,0.135648650242682
"1075","55347","2022","MN","Hennepin County","Eden Prairie",8.5,508547.963,25747.2,0.135628852877737
"1076","92101","2022","CA","San Diego County","San Diego",9.5,716545.224,29056.8,0.135551243699309
"1077","97124","2022","OR","Washington County","Hillsboro",9.6,506574.0496,20032.8,0.135545649872547
"1078","95691","2022","CA","Yolo County","West Sacramento",8.7,509057.7528,24700.8,0.135522588771385
"1079","90804","2022","CA","Los Angeles County","Long Beach",10,630620.32,22351.2,0.135443196628995
"1080","23112","2022","VA","Chesterfield County","Midlothian",7.8,341952.8112,19636.8,0.135425467365188
"1081","92627","2022","CA","Orange County","Costa Mesa",10.7,1087738.2,30828,0.135341378467723
"1082","34786","2022","FL","Orange County","Windermere",9.1,541332.38,23971.2,0.135281851383063
"1083","29609","2022","SC","Greenville County","Greenville",7.9,279508.2602,15729.6,0.135275975489042
"1084","22193","2022","VA","Prince William County","Woodbridge",8.2,424794.0656,22622.4,0.135254981253203
"1085","55119","2022","MN","Ramsey County","Saint Paul",7.7,274873.017,15998.4,0.135202875548166
"1086","60563","2022","IL","DuPage County","Naperville",7.8,340323.0908,19464,0.13519271047476
"1087","77009","2022","TX","Harris County","Houston",8,382615.92,21117,0.135191116982273
"1088","33015","2022","FL","Miami-Dade County","Country Club",7.5,329555.87,19836,0.135190097660831
"1089","92107","2022","CA","San Diego County","San Diego",11.4,1305469.1956,27662.4,0.135189622928855
"1090","10801","2022","NY","Westchester County","New Rochelle",8.9,664479.0504,30688.8,0.135184751771371
"1091","63104","2022","MO","Saint Louis City","Saint Louis",8.4,291207.0608,14880,0.135097662120973
"1092","76248","2022","TX","Tarrant County","Keller",9.7,493121.246,18784.8,0.13509367402515
"1093","19335","2022","PA","Chester County","East Brandywine Township",9,447703.112,20184,0.135083448068594
"1094","92630","2022","CA","Orange County","Lake Forest",10.5,913817.32,27487.2,0.135079534933744
"1095","33304","2022","FL","Broward County","Fort Lauderdale",8.4,490484.8512,25029.6,0.135030322218441
"1096","92629","2022","CA","Orange County","Dana Point",10.7,1280187.0504,35764.8,0.134937167454416
"1097","94597","2022","CA","Contra Costa County","Walnut Creek",10.3,1047979.9334,33360,0.13483267058537
"1098","21061","2022","MD","Anne Arundel County","Glen Burnie",8.1,336452.602,18105.6,0.134813226268347
"1099","55125","2022","MN","Washington County","Woodbury",8.5,396778.424,19756.8,0.134793030076656
"1100","30062","2022","GA","Cobb County","Marietta",8.6,432741.678,21110.4,0.13478291385652
"1101","97030","2022","OR","Multnomah County","Gresham",9.2,415379.328,17728.8,0.134680987725995
"1102","63122","2022","MO","Saint Louis County","Kirkwood",9.4,430264.2924,17493.6,0.134657801051585
"1103","91367","2022","CA","Los Angeles County","Los Angeles",10.5,1006080.842,29820,0.134639765270473
"1104","37215","2022","TN","Davidson County","Nashville",10.3,911851.6442,28850.4,0.134639357326938
"1105","91316","2022","CA","Los Angeles County","Los Angeles",10.2,934114.0468,30456,0.13460415588903
"1106","23219","2022","VA","Richmond City","Richmond",7.5,288980.64,17222.4,0.134597071969942
"1107","30005","2022","GA","Fulton County","Alpharetta",9.6,562149.1408,21674.4,0.134556316156874
"1108","80205","2022","CO","Denver County","Denver",10,625102.5,21566.4,0.134500581904568
"1109","28226","2022","NC","Mecklenburg County","Charlotte",9.6,500217.2496,19228.8,0.134440897460806
"1110","23320","2022","VA","Chesapeake City","Chesapeake",7.6,310972.8232,18158.4,0.134392240881839
"1111","80305","2022","CO","Boulder County","Boulder",10.3,957719.6786,30033.6,0.13435948928595
"1112","92104","2022","CA","San Diego County","San Diego",10.6,823451.7284,23292,0.134285811052042
"1113","53719","2022","WI","Dane County","Madison",8.6,349025.4132,16831.2,0.1342234226032
"1114","95125","2022","CA","Santa Clara County","San Jose",11.2,1628150.5904,36146.4,0.134200894814723
"1115","80228","2022","CO","Jefferson County","Lakewood",10.1,616084.1478,20428.8,0.134159106711234
"1116","87106","2022","NM","Bernalillo County","Albuquerque",8.4,307188.0392,15396,0.134119138883452
"1117","75081","2022","TX","Dallas County","Richardson",8.1,344529.4016,18297.6,0.134108965200142
"1118","90631","2022","CA","Orange County","La Habra",10,789832.34,26860.8,0.134008230151731
"1119","22554","2022","VA","Stafford County","Stafford",8.8,475606.7968,21880.8,0.134006070870348
"1120","30004","2022","GA","Fulton County","Milton",9.4,560799.716,22358.4,0.133868779106158
"1121","53711","2022","WI","Dane County","Madison",8.5,396210.752,19339.2,0.133810386649982
"1122","80214","2022","CO","Jefferson County","Lakewood",10.3,553797.7696,17059.2,0.133804024386594
"1123","21117","2022","MD","Baltimore County","Owings Mills",6.9,329107.0436,21326.4,0.133800800878392
"1124","28205","2022","NC","Mecklenburg County","Charlotte",8.9,380502.4806,17030.4,0.133757658276354
"1125","74014","2022","OK","Tulsa County","Broken Arrow",5.5,225607.53,17766,0.133747371597038
"1126","92106","2022","CA","San Diego County","San Diego",11.2,1499074.7456,32464.8,0.133656558550725
"1127","92653","2022","CA","Orange County","Laguna Hills",10.4,963182.592,28519.2,0.133609339118953
"1128","43206","2022","OH","Franklin County","Columbus",7,254763.79,16200,0.133588314493202
"1129","21045","2022","MD","Howard County","Columbia",7.9,415345.7282,22670.4,0.133581998708034
"1130","22026","2022","VA","Prince William County","Dumfries",7.9,452510.1568,24672,0.133522533095107
"1131","91765","2022","CA","Los Angeles County","Diamond Bar",9.6,846744.1728,31768.8,0.133518770155745
"1132","90805","2022","CA","Los Angeles County","Long Beach",10,611264.94,20462.4,0.133475500819661
"1133","76051","2022","TX","Tarrant County","Grapevine",9.2,444520.44,18434.4,0.133470308991865
"1134","37128","2022","TN","Rutherford County","Murfreesboro",7.9,338104.2184,18415.2,0.133466046259777
"1135","92103","2022","CA","San Diego County","San Diego",10.4,942482.3712,27756,0.133449887709475
"1136","21114","2022","MD","Anne Arundel County","Crofton",7.8,436649.5056,24158.4,0.133326754502571
"1137","20723","2022","MD","Prince Georges County","Laurel",8.1,491456.111,25716,0.133326137419828
"1138","92672","2022","CA","Orange County","San Clemente",11,1357082.004,31610.4,0.133292918119044
"1139","80231","2022","CO","Denver County","Denver",9.6,455903.3392,16987.2,0.133260529896114
"1140","80016","2022","CO","Arapahoe County","Aurora",9.9,702681.2576,24057.6,0.133236860226169
"1141","75019","2022","TX","Dallas County","Coppell",9,502575.456,21717.6,0.133212615619653
"1142","92614","2022","CA","Orange County","Irvine",9.7,876866.3264,31706.4,0.133158761085252
"1143","20601","2022","MD","Charles County","Waldorf",7.4,387314.6868,22872,0.133052756787946
"1144","80132","2022","CO","El Paso County","Monument",9.4,698076.1488,27232.8,0.133011216823284
"1145","92782","2022","CA","Orange County","Tustin",10.2,980936.2636,30417.6,0.133008742492982
"1146","22191","2022","VA","Prince William County","Woodbridge",7.9,407218.0528,21988.8,0.132997606070769
"1147","92116","2022","CA","San Diego County","San Diego",10.5,845312.403,23630.4,0.132954635370469
"1148","30080","2022","GA","Cobb County","Smyrna",8.3,377672.8572,18866.4,0.132954344455337
"1149","91762","2022","CA","San Bernardino County","Ontario",9,530418.525,22719,0.132832214429162
"1150","80525","2022","CO","Larimer County","Fort Collins",9.9,518430.171,17532,0.132817476259498
"1151","30067","2022","GA","Cobb County","Marietta",8.6,356806.6032,16696.8,0.13279509810148
"1152","29205","2022","SC","Richland County","Columbia",7.6,247845.6248,14040,0.132648165612484
"1153","80112","2022","CO","Arapahoe County","Centennial",9.9,615027.875,20678.4,0.132621890715116
"1154","91302","2022","CA","Los Angeles County","Calabasas",11.1,1725915.3912,37303.2,0.13261357398526
"1155","94541","2022","CA","Alameda County","Hayward",9.8,827280.1944,28605.6,0.132577885695362
"1156","94605","2022","CA","Alameda County","Oakland",10,867415.12,28243.2,0.132560188713335
"1157","94536","2022","CA","Alameda County","Fremont",10.8,1309433.292,32102.4,0.132516254624142
"1158","98106","2022","WA","King County","Seattle",9.6,653056.4224,23844,0.132511393475578
"1159","94506","2022","CA","Contra Costa County","Danville",11.2,2577249.04,52860,0.132510241416173
"1160","98033","2022","WA","King County","Kirkland",11.1,1353010.241,29078.4,0.132491633336425
"1161","30022","2022","GA","Fulton County","Johns Creek",8.9,516926.9556,22471.2,0.132470745250492
"1162","98007","2022","WA","King County","Bellevue",10.7,941954.7132,23913.6,0.132387207755202
"1163","75080","2022","TX","Dallas County","Richardson",8.3,389414.0934,19214.4,0.132341819738053
"1164","20166","2022","VA","Loudoun County","Sterling",8.5,530059.824,25084.8,0.132324469548932
"1165","80010","2022","CO","Arapahoe County","Aurora",9.8,393540.768,13500,0.132303942812857
"1166","96707","2022","HI","Honolulu County","Kapolei",9,772587.422,32678.4,0.132297349231243
"1167","02120","2022","MA","Suffolk County","Boston",6.6,643038.4896,42614.4,0.132270372130459
"1168","55024","2022","MN","Dakota County","Farmington",7.4,350989.644,20448,0.132258129120186
"1169","43235","2022","OH","Franklin County","Columbus",8.5,331222.507,15640.8,0.132221428705628
"1170","32801","2022","FL","Orange County","Orlando",7.2,338577.9072,20368.8,0.132159861487856
"1171","20871","2022","MD","Montgomery County","Clarksburg",7.7,558701.9352,30722.4,0.131988891328974
"1172","80204","2022","CO","Denver County","Denver",8.9,554159.43,23810.4,0.131966696425251
"1173","91364","2022","CA","Los Angeles County","Los Angeles",10.4,1204703.7888,33681.6,0.131958407961471
"1174","33134","2022","FL","Miami-Dade County","Coral Gables",8.1,578358.51175,29466,0.131947637842904
"1175","80909","2022","CO","El Paso County","Colorado Springs",9.5,367836.342,13579.2,0.131916417573552
"1176","76109","2022","TX","Tarrant County","Fort Worth",9,538369.748,22550.4,0.131886454585855
"1177","10034","2022","NY","New York County","New York",8.6,492129.8052,22567.2,0.131856194364876
"1178","92780","2022","CA","Orange County","Tustin",10.3,889309.4126,25651.2,0.131843954237486
"1179","92807","2022","CA","Orange County","Anaheim",10.1,930639.6276,28668,0.131804619908494
"1180","97223","2022","OR","Washington County","Tigard",9.8,565153.9956,19104,0.131803176034734
"1181","19128","2022","PA","Philadelphia County","Philadelphia",7.3,327578.7452,19260,0.13179502343243
"1182","75219","2022","TX","Dallas County","Dallas",7.4,356165.8944,20536.8,0.1316607707894
"1183","92620","2022","CA","Orange County","Irvine",10.1,1155184.614,35414.4,0.131656918011894
"1184","91701","2022","CA","San Bernardino County","Rancho Cucamonga",8.7,683949.096,30537,0.131648059597698
"1185","92705","2022","CA","Orange County","North Tustin",10.7,1208140.8336,29760,0.131632889785971
"1186","75243","2022","TX","Dallas County","Dallas",8.8,257511.3216,11232,0.131617499728602
"1187","20164","2022","VA","Loudoun County","Sterling",8,504327.816,26001.6,0.13155694208229
"1188","91101","2022","CA","Los Angeles County","Pasadena",9.4,735043.7216,27604.8,0.131555317035987
"1189","92626","2022","CA","Orange County","Costa Mesa",10.5,1040750.88,27631.2,0.131549292948952
"1190","87109","2022","NM","Bernalillo County","Albuquerque",8.2,309711.8964,15333.6,0.131509238031323
"1191","97236","2022","OR","Multnomah County","Portland",9.1,422475.7852,17097.6,0.131470011770985
"1192","33154","2022","FL","Miami-Dade County","Bal Harbour",8.3,714077.40375,34485,0.131293083941462
"1193","21009","2022","MD","Harford County","Abingdon",6.6,321318.4104,20976,0.131281039993593
"1194","33308","2022","FL","Broward County","Fort Lauderdale",8.4,463434.4984,21907.2,0.131271405291652
"1195","77479","2022","TX","Fort Bend County","Sugar Land",8.8,443540.608,19190.4,0.13126638791098
"1196","37075","2022","TN","Sumner County","Hendersonville",8.9,388190.1672,16394.4,0.131232908984409
"1197","28209","2022","NC","Mecklenburg County","Charlotte",9.7,527347.2072,18031.2,0.131192273617487
"1198","20874","2022","MD","Montgomery County","Germantown",7.3,372812.5624,21636,0.131034525072645
"1199","60612","2022","IL","Cook County","Chicago",6.9,343481.2452,21302.4,0.131019106713079
"1200","80906","2022","CO","El Paso County","Colorado Springs",9.3,527097.2826,20018.4,0.130978568019277
"1201","21209","2022","MD","Baltimore County","Pikesville",7.8,383151.384,20284.8,0.130941998507827
"1202","92618","2022","CA","Orange County","Irvine",10,1086859.18,33583.2,0.130899311169272
"1203","75093","2022","TX","Collin County","Plano",10,591626.64,18278.4,0.1308951605019
"1204","91011","2022","CA","Los Angeles County","La Canada Flintridge",10.3,2041126.13366667,56936,0.130894405475922
"1205","29707","2022","SC","York County","Fort Mill",8.4,388058.1248,18192,0.130879575087819
"1206","33145","2022","FL","Miami-Dade County","Miami",8.3,519574.2318,24861.6,0.130849948050484
"1207","92612","2022","CA","Orange County","Irvine",9.4,858219.5884,31514.4,0.130720671988801
"1208","23455","2022","VA","Virginia Beach City","Virginia Beach",7.3,367505.719,21211.2,0.130716652839353
"1209","23464","2022","VA","Virginia Beach City","Virginia Beach",7.3,325742.413,18768,0.130616077154804
"1210","30097","2022","GA","Gwinnett County","Duluth",9.5,548548.791,19444.8,0.130447712799717
"1211","90815","2022","CA","Los Angeles County","Long Beach",10,894197.26,27204,0.130422817444106
"1212","91356","2022","CA","Los Angeles County","Los Angeles",11,1270191.87,25850.4,0.130351570979588
"1213","27612","2022","NC","Wake County","Raleigh",9.8,457004.5092,14767.2,0.130313029089911
"1214","96792","2022","HI","Honolulu County","Waianae",9.4,556806.616,20214,0.1303034479461
"1215","91342","2022","CA","Los Angeles County","Los Angeles",9.3,690188.4032,25742.4,0.130297642036069
"1216","21409","2022","MD","Anne Arundel County","Annapolis",7.7,506906.4204,26956.8,0.130179046299568
"1217","92649","2022","CA","Orange County","Huntington Beach",10.3,1082733.2574,29419.2,0.130171235203992
"1218","90706","2022","CA","Los Angeles County","Bellflower",9.6,654812.2144,22344,0.130122759943435
"1219","30341","2022","GA","Dekalb County","Chamblee",8.4,442454.3288,20407.2,0.130122726509078
"1220","33196","2022","FL","Miami-Dade County","The Hammocks",7.8,421186.6736,21936,0.130081419890394
"1221","98683","2022","WA","Clark County","Vancouver",9.3,495983.5074,18340.8,0.129978648939648
"1222","30033","2022","GA","Dekalb County","Decatur",8,422631.648,21100.8,0.129927164943407
"1223","29403","2022","SC","Charleston County","Charleston",8.7,574490.37,24652.8,0.129912468663313
"1224","33129","2022","FL","Miami-Dade County","Miami",7.4,516053.778,28852.8,0.129910452030447
"1225","20716","2022","MD","Prince Georges County","Bowie",7.2,394810.096,22860,0.129901254885843
"1226","20152","2022","VA","Loudoun County","Chantilly",8.8,718550.2336,30062.4,0.129837575988786
"1227","97216","2022","OR","Multnomah County","Portland",9,442014.402,17546.4,0.129696444099122
"1228","48084","2022","MI","Oakland County","Troy",8.4,410549.3904,18758.4,0.129690970291598
"1229","60193","2022","IL","Cook County","Schaumburg",7.3,327296.117,18542.4,0.129653284401782
"1230","32836","2022","FL","Orange County","Doctor Phillips",9.2,565369.2408,21280.8,0.129640533768494
"1231","97206","2022","OR","Multnomah County","Portland",9,497210.04,19632,0.129484319343189
"1232","20155","2022","VA","Prince William County","Gainesville",8.4,616391.8848,27984,0.129399689207589
"1233","23503","2022","VA","Norfolk City","Norfolk",7,253773.826,15069.6,0.129382010499381
"1234","27607","2022","NC","Wake County","Raleigh",10,560667.14,16464,0.129365016826205
"1235","60068","2022","IL","Cook County","Park Ridge",8.3,488699.6346,22653.6,0.129354853566735
"1236","07094","2022","NJ","Hudson County","Secaucus",8.2,569052.1484,26940,0.129341882595026
"1237","98422","2022","WA","Pierce County","Tacoma",9.4,608160.7264,21451.2,0.129272254634034
"1238","11415","2022","NY","Queens County","New York",5.9,330202.3422,23203.2,0.129269640867496
"1239","60008","2022","IL","Cook County","Rolling Meadows",6.2,277384.842,18648,0.12922789848769
"1240","28202","2022","NC","Mecklenburg County","Charlotte",7.5,389194.72,21103.2,0.129222729434767
"1241","20109","2022","VA","Prince William County","Manassas",7.7,375806.226,19617.6,0.129201370394539
"1242","23606","2022","VA","Newport News City","Newport News",7.2,290337.264,16586.4,0.129128044025379
"1243","20603","2022","MD","Charles County","Waldorf",7.1,424494.063,24655.2,0.129081377689374
"1244","90274","2022","CA","Los Angeles County","Palos Verdes Estates",9.5,2217876.948,75504,0.129043367495247
"1245","19446","2022","PA","Montgomery County","Lansdale",8.5,412081.481,18146.4,0.129035951229752
"1246","30329","2022","GA","Dekalb County","North Druid Hills",8.7,492797.1024,20712,0.129029467907034
"1247","91786","2022","CA","San Bernardino County","Upland",8.6,579967.0056,24948,0.129016240163853
"1248","30309","2022","GA","Fulton County","Atlanta",6.3,377847.1768,24916.8,0.128944121141836
"1249","60202","2022","IL","Cook County","Evanston",8.1,384708.2258,18408,0.128849249809308
"1250","98133","2022","WA","King County","Shoreline",10,746273.22,21520.8,0.128837695663259
"1251","60564","2022","IL","DuPage County","Naperville",8.5,498256.955,21808.8,0.128770186810538
"1252","21701","2022","MD","Frederick County","Frederick",7.8,372014.9972,18854.4,0.128681827727132
